,player_ids,player_names,player_birthdays,player_birthcities,player_birthcountries,player_nationalities,player_heights,player_weights,player_handedness,player_positions
6773,8475183,Louis Leblanc,1991-01-26,Pointe-Claire,CAN,CAN,"6' 0""",188,R,Center
7593,8475841,Tim Heed,1991-01-27,Gothenburg,SWE,SWE,"5' 11""",180,R,Defenseman
6650,8475159,Carl Klingberg,1991-01-28,Gothenburg,SWE,SWE,"6' 3""",205,R,Left Wing
6921,8475213,Drew Shore,1991-01-29,Denver,USA,USA,"6' 2""",209,R,Center
6828,8475206,Stefan Elliott,1991-01-30,Vancouver,CAN,CAN,"6' 1""",190,R,Defenseman
7414,8475836,Alex Friesen,1991-01-30,St. Catharines,CAN,CAN,"5' 9""",186,L,Center
6710,8475151,Kyle Palmieri,1991-02-01,Smithtown,USA,USA,"5' 11""",185,R,Right Wing
6980,8475161,Chris Brown,1991-02-03,Flower Mound,USA,USA,"6' 2""",208,R,Right Wing
6540,8475158,Ryan O'Reilly,1991-02-07,Clinton,CAN,CAN,"6' 1""",207,L,Center
7228,8475829,John Ramage,1991-02-07,Mississauga,CAN,CAN,"6' 0""",190,R,Defenseman
6929,8475209,Richard Panik,1991-02-07,Martin,SVK,SVK,"6' 2""",203,L,Right Wing
7144,8477850,Christian Folin,1991-02-09,Gothenburg,SWE,SWE,"6' 4""",204,R,Defenseman
7041,8475309,Jerry D'Amigo,1991-02-19,Binghamton,USA,USA,"5' 11""",200,L,Right Wing
7040,8475190,Jamie Devane,1991-02-20,Mississauga,CAN,CAN,"6' 5""",232,L,Left Wing
6845,8475173,Scott Glennie,1991-02-22,Oakville,CAN,CAN,"6' 1""",200,R,Right Wing
7027,8475235,Nicolas Deslauriers,1991-02-22,LaSalle,CAN,CAN,"6' 1""",220,L,Left Wing
7262,8475310,Curtis McKenzie,1991-02-22,Golden,CAN,CAN,"6' 2""",205,L,Left Wing
7195,8475250,Andrej Nestrasil,1991-02-22,Prague,CZE,CZE,"6' 3""",200,L,Center
6747,8475148,Tim Erixon,1991-02-24,Port Chester,USA,SWE,"6' 2""",200,L,Defenseman
7074,8475332,Adam Almquist,1991-02-27,Jönköping,SWE,SWE,"5' 11""",174,L,Defenseman
6743,8475231,Casey Cizikas,1991-02-27,Toronto,CAN,CAN,"5' 11""",195,L,Center
7255,8477589,Ronalds Kenins,1991-02-28,Riga,LVA,LVA,"6' 0""",201,L,Left Wing
6597,8475185,Jacob Josefson,1991-03-02,Stockholm,SWE,SWE,"6' 0""",196,L,Center
7015,8476522,Adam Payerl,1991-03-04,Kitchener,CAN,CAN,"6' 3""",218,R,Center
7831,8477865,Jake Chelios,1991-03-08,Bloomfield Hills,USA,USA,"6' 2""",185,L,Defenseman
7354,8475278,Byron Froese,1991-03-12,Winkler,CAN,CAN,"6' 1""",202,R,Center
7049,8475253,Garrett Wilson,1991-03-16,Barrie,CAN,CAN,"6' 3""",218,L,Left Wing
7298,8478566,Sergey Kalinin,1991-03-17,Omsk,RUS,RUS,"6' 3""",200,L,Center
6667,8475181,Nick Leddy,1991-03-20,Eden Prairie,USA,USA,"6' 0""",205,L,Defenseman
7062,8475275,Patrick Wey,1991-03-21,Pittsburgh,USA,USA,"6' 2""",200,R,Defenseman
7141,8475287,Erik Haula,1991-03-23,Pori,FIN,FIN,"5' 11""",191,L,Left Wing
6931,8476292,Ondrej Palat,1991-03-28,Frydek-Mistek,CZE,CZE,"6' 0""",194,L,Left Wing
6846,8475191,Reilly Smith,1991-04-01,Mimico,CAN,CAN,"6' 1""",180,L,Right Wing
6785,8475154,Carter Ashton,1991-04-01,Winnipeg,CAN,CAN,"6' 3""",215,L,Right Wing
7086,8476433,Magnus Hellberg,1991-04-04,Uppsala,SWE,SWE,"6' 6""",209,L,Goalie
6668,8475204,Brandon Pirri,1991-04-10,Toronto,CAN,CAN,"6' 1""",180,L,Center
6702,8475175,Magnus Paajarvi,1991-04-12,Norrkoping,SWE,SWE,"6' 3""",206,L,Left Wing
6762,8476792,Torey Krug,1991-04-12,Livonia,USA,USA,"5' 9""",194,L,Defenseman
6669,8475214,Jeremy Morin,1991-04-16,Auburn,USA,USA,"6' 1""",195,R,Left Wing
7100,8475299,Joni Ortio,1991-04-16,Turku,FIN,FIN,"6' 1""",190,L,Goalie
7256,8475203,Jesse Blacker,1991-04-19,Toronto,CAN,CAN,"6' 1""",190,R,Defenseman
6835,8475165,Anton Lander,1991-04-24,Sundsvall,SWE,SWE,"6' 0""",184,L,Center
7458,8478999,Niklas Treutle,1991-04-29,Nuremberg,DEU,DEU,"6' 2""",185,L,Goalie
6748,8475184,Chris Kreider,1991-04-30,Boxford,USA,USA,"6' 3""",223,L,Left Wing
6876,8475199,Eric Gelinas,1991-05-08,Vanier,CAN,CAN,"6' 4""",215,L,Defenseman
6742,8475177,Calvin de Haan,1991-05-09,Carp,CAN,CAN,"6' 1""",195,L,Defenseman
7147,8475279,Ben Chiarot,1991-05-09,Hamilton,CAN,CAN,"6' 3""",234,L,Defenseman
7655,8480143,Jakub Jerabek,1991-05-12,Pilsen,CZE,CZE,"5' 11""",199,L,Defenseman
6947,8475192,Taylor Beck,1991-05-13,St. Catharines,CAN,CAN,"6' 2""",203,R,Left Wing
7129,8475224,Jordan Szwarz,1991-05-14,Burlington,CAN,CAN,"5' 11""",192,R,Center
7003,8476765,Mike Halmo,1991-05-15,Waterloo,CAN,CAN,"5' 10""",188,L,Left Wing
7267,8476404,Andy Andreoff,1991-05-17,Pickering,CAN,CAN,"6' 2""",200,L,Center
6823,8475264,Roman Horak,1991-05-21,Ceské Budejovice,CZE,CZE,"6' 0""",170,L,Center
7386,8477300,Viktor Svedberg,1991-05-24,Gothenburg,SWE,SWE,"6' 8""",238,L,Defenseman
6803,8475236,Cody Eakin,1991-05-24,Winnipeg,CAN,CAN,"6' 0""",196,L,Center
7061,8475247,Michael Latta,1991-05-25,Kitchener,CAN,CAN,"6' 0""",207,R,Center
7257,8475780,Chris Wagner,1991-05-27,Walpole,USA,USA,"6' 0""",191,R,Right Wing
6970,8475222,Sami Vatanen,1991-06-03,Jyväskylä,FIN,FIN,"5' 10""",185,R,Defenseman
7656,8475328,Ben Sexton,1991-06-06,Ottawa,CAN,CAN,"5' 11""",196,R,Center
7340,8477810,Joel Hanley,1991-06-08,Keswick,CAN,CAN,"5' 11""",190,L,Defenseman
7321,8475292,Tyler Randell,1991-06-15,Scarborough,CAN,CAN,"6' 1""",198,R,Right Wing
7270,8476549,Daniil Tarasov,1991-06-20,Moscow,RUS,RUS,"6' 0""",185,L,Right Wing
7215,8476403,Klas Dahlbeck,1991-07-06,Katrineholm,SWE,SWE,"6' 3""",207,L,Defenseman
7196,8475294,Rasmus Rissanen,1991-07-13,Kuopio,FIN,FIN,"6' 3""",217,L,Defenseman
7305,8475234,J-F Berube,1991-07-13,Repentigny,CAN,CAN,"6' 1""",177,L,Goalie
7066,8477220,Nate Schmidt,1991-07-16,St. Cloud,USA,USA,"6' 0""",194,L,Defenseman
6722,8475171,Oliver Ekman-Larsson,1991-07-17,Karlskrona,SWE,SWE,"6' 2""",200,L,Defenseman
7127,8475223,Linden Vey,1991-07-17,Wakaw,CAN,CAN,"6' 0""",189,R,Right Wing
7087,8476992,Marek Mazanec,1991-07-18,Pisek,CZE,CZE,"6' 4""",202,R,Goalie
6807,8476381,Andrew Shaw,1991-07-20,Belleville,CAN,CAN,"5' 11""",182,R,Right Wing
6802,8475200,Dmitry Orlov,1991-07-23,Novokuznetsk,RUS,RUS,"5' 11""",214,L,Defenseman
7219,8477845,Trevor van Riemsdyk,1991-07-24,Middletown,USA,USA,"6' 3""",191,R,Defenseman
6640,8475215,Robin Lehner,1991-07-24,Gothenburg,SWE,SWE,"6' 4""",250,L,Goalie
7012,8475194,Philip Samuelsson,1991-07-26,Leksand,SWE,USA,"6' 2""",194,L,Defenseman
6827,8475197,Tyson Barrie,1991-07-26,Victoria,CAN,CAN,"5' 11""",197,R,Defenseman
6757,8475155,Simon Despres,1991-07-27,Laval,CAN,CAN,"6' 4""",218,L,Defenseman
6511,8475169,Evander Kane,1991-08-02,Vancouver,CAN,CAN,"6' 2""",210,L,Left Wing
7034,8476319,Nathan Lieuwen,1991-08-08,Abbotsford,CAN,CAN,"6' 5""",189,L,Goalie
7072,8475157,Landon Ferraro,1991-08-08,Trail,CAN,CAN,"6' 0""",173,R,Center
6770,8475220,Marcus Foligno,1991-08-10,Buffalo,USA,CAN,"6' 3""",226,L,Left Wing
7644,8479193,Casey DeSmith,1991-08-13,Rochester,USA,USA,"6' 0""",181,L,Goalie
7073,8475296,Mitch Callahan,1991-08-17,Whittier,USA,USA,"6' 0""",205,R,Right Wing
7626,8479206,Tanner Fritz,1991-08-20,Grande Prairie,CAN,CAN,"5' 11""",192,R,Center
7265,8476279,Jyrki Jokipakka,1991-08-20,Tampere,FIN,FIN,"6' 3""",215,L,Defenseman
7242,8475869,Brandon Davidson,1991-08-21,Taber,CAN,CAN,"6' 2""",204,L,Defenseman
6569,8475170,Brayden Schenn,1991-08-22,Saskatoon,CAN,CAN,"6' 1""",199,L,Center
7243,8476336,Iiro Pakarinen,1991-08-25,Loviisa,FIN,FIN,"6' 1""",212,R,Right Wing
7307,8475949,Marek Hrivik,1991-08-28,Cadca,SVK,SVK,"6' 2""",197,R,Left Wing
7941,8475968,Alex Belzile,1991-08-31,Riviere-du-Loup,CAN,CAN,"6' 0""",197,R,Right Wing
7531,8475291,Garrett Mitchell,1991-09-02,Regina,CAN,CAN,"5' 11""",198,R,Right Wing
6887,8475395,Matthew Konan,1991-09-03,Orange,USA,USA,"6' 4""",186,L,Defenseman
7416,8476414,Alexandre Grenier,1991-09-05,Laval,CAN,CAN,"6' 5""",200,R,Right Wing
7013,8475208,Brian Dumoulin,1991-09-06,Biddeford,USA,USA,"6' 4""",207,L,Defenseman
7766,8480948,Egor Yakovlev,1991-09-17,Magnitogorsk,RUS,RUS,"6' 0""",190,L,Defenseman
7082,8475714,Calle Jarnkrok,1991-09-25,Gävle,SWE,SWE,"5' 11""",186,R,Center
7199,8475980,Brody Sutter,1991-09-26,Viking,CAN,CAN,"6' 5""",203,R,Center
7197,8475732,Danny Biega,1991-09-29,Montréal,CAN,CAN,"6' 0""",205,R,Defenseman
7350,8477210,Buddy Robinson,1991-09-30,Bellmawr,USA,USA,"6' 6""",232,R,Right Wing
7805,8480944,Par Lindholm,1991-10-05,Kusmark,SWE,SWE,"6' 0""",181,L,Center
7731,8480147,Oscar Fantenberg,1991-10-07,Ljunby,SWE,SWE,"6' 0""",206,L,Defenseman
7258,8476312,Josh Manson,1991-10-07,Hinsdale,USA,CAN,"6' 3""",218,R,Defenseman
6883,8475754,Brock Nelson,1991-10-15,Warroad,USA,USA,"6' 4""",212,L,Center
7162,8475729,Mark Alt,1991-10-18,Kansas City,USA,USA,"6' 4""",201,R,Defenseman
7104,8475767,Joey Hishon,1991-10-20,Stratford,CAN,CAN,"5' 10""",170,L,Center
6651,8475788,Alexander Burmistrov,1991-10-21,Kazan,RUS,RUS,"6' 1""",180,L,Center
7194,8478376,Casey Bailey,1991-10-27,Anchorage,USA,USA,"6' 3""",195,R,Right Wing
7157,8475715,Oscar Lindberg,1991-10-29,Skellefteå,SWE,SWE,"6' 1""",202,L,Left Wing
7513,8479458,Nikita Zaitsev,1991-10-29,Moscow,RUS,RUS,"6' 2""",195,R,Defenseman
7389,8478550,Artemi Panarin,1991-10-30,Korkino,RUS,RUS,"6' 0""",175,R,Left Wing
7107,8475752,Tyler Pitlick,1991-11-01,Minneapolis,USA,USA,"6' 2""",200,R,Center
7341,8477901,Daniel Carr,1991-11-01,Sherwood Park,CAN,CAN,"6' 0""",186,L,Left Wing
7546,8477225,Jared Coreau,1991-11-05,Perth,CAN,CAN,"6' 5""",214,L,Goalie
7098,8477847,Bryce Van Brabant,1991-11-12,Morinville,CAN,CAN,"6' 3""",207,L,Left Wing
6703,8475791,Taylor Hall,1991-11-14,Calgary,CAN,CAN,"6' 1""",207,L,Left Wing
7404,8477903,Garnet Hathaway,1991-11-23,Kennebunkport,USA,USA,"6' 3""",208,R,Right Wing
6936,8475831,Philipp Grubauer,1991-11-25,Rosenheim,DEU,DEU,"6' 1""",188,L,Goalie
6891,8475761,Beau Bennett,1991-11-27,Gardena,USA,USA,"6' 2""",195,R,Right Wing
7459,8476399,Blake Coleman,1991-11-28,Plano,USA,USA,"5' 11""",207,L,Center
7325,8478569,Noel Acciari,1991-12-01,Johnston,USA,USA,"5' 10""",209,R,Center
7006,8475855,Jesper Fast,1991-12-02,Nassjo,SWE,SWE,"6' 1""",191,R,Right Wing
7241,8475734,Curtis Hamilton,1991-12-04,Tacoma,USA,USA,"6' 2""",212,L,Left Wing
6711,8475764,Cam Fowler,1991-12-05,Windsor,CAN,USA,"6' 2""",215,L,Defenseman
7148,8475815,Julian Melchiori,1991-12-06,Richmond Hill,CAN,CAN,"6' 5""",222,L,Defenseman
6812,8475772,Riley Sheahan,1991-12-07,St. Catharines,CAN,CAN,"6' 2""",216,L,Center
7718,8480163,Philip Holm,1991-12-08,Stockholm,SWE,SWE,"6' 1""",190,L,Defenseman
6952,8475765,Vladimir Tarasenko,1991-12-13,Yaroslavl,RUS,RUS,"6' 1""",228,L,Right Wing
7380,8476826,Yanni Gourde,1991-12-15,Saint-Narcisse,CAN,CAN,"5' 9""",173,L,Center
7198,8475826,Justin Shugg,1991-12-24,Niagara Falls,CAN,CAN,"5' 11""",185,R,Right Wing
7454,8479293,Brandon Tanev,1991-12-31,Toronto,CAN,CAN,"6' 0""",180,L,Left Wing
7238,8477902,Dennis Everberg,1991-12-31,Vasteras,SWE,SWE,"6' 4""",205,L,Right Wing
7134,8475878,Freddie Hamilton,1992-01-01,Toronto,CAN,CAN,"6' 1""",195,R,Center
7075,8475800,Teemu Pulkkinen,1992-01-02,Vantaa,FIN,FIN,"5' 10""",185,R,Left Wing
7076,8476289,Alexey Marchenko,1992-01-02,Moscow,RUS,RUS,"6' 3""",210,R,Defenseman
7478,8479648,Roman Lyubimov,1992-01-06,Tver,RUS,RUS,"6' 2""",207,R,Left Wing
6795,8475790,Erik Gudbranson,1992-01-07,Ottawa,CAN,CAN,"6' 5""",222,R,Defenseman
7037,8475889,Patrick Holland,1992-01-07,Lethbridge,CAN,CAN,"6' 0""",185,R,Right Wing
7125,8475789,Jack Campbell,1992-01-09,Port Huron,USA,USA,"6' 3""",207,L,Goalie
6896,8475796,Mark Pysyk,1992-01-11,Sherwood Park,CAN,CAN,"6' 1""",198,R,Defenseman
6948,8475766,Austin Watson,1992-01-13,Ann Arbor,USA,USA,"6' 4""",204,R,Left Wing
6870,8475722,Jason Zucker,1992-01-16,Newport Beach,USA,USA,"5' 11""",192,L,Left Wing
7211,8475816,Stanislav Galiev,1992-01-17,Moscow,RUS,RUS,"6' 1""",197,R,Right Wing
7400,8477831,Pheonix Copley,1992-01-18,North Pole,USA,USA,"6' 4""",200,L,Goalie
7312,8475832,Tom Kuhnhackl,1992-01-21,Landshut,DEU,DEU,"6' 2""",190,L,Right Wing
6924,8475769,Quinton Howden,1992-01-21,Winnipeg,CAN,CAN,"6' 2""",189,L,Center
7663,8475718,Justin Holl,1992-01-30,Tonka Bay,USA,USA,"6' 4""",194,R,Defenseman
6894,8475727,Ryan Spooner,1992-01-30,Ottawa,CAN,CAN,"5' 11""",191,L,Center
7990,8481813,Gaetan Haas,1992-01-31,Biel-Bienne,CHE,CHE,"6' 0""",181,R,Center
6627,8475794,Tyler Seguin,1992-01-31,Brampton,CAN,CAN,"6' 1""",200,R,Center
7674,8476322,Chase Balisy,1992-02-02,Fullerton,USA,USA,"5' 11""",179,L,Center
6993,8475750,Jon Merrill,1992-02-03,Oklahoma City,USA,USA,"6' 3""",204,L,Defenseman
6957,8475733,Max Reinhart,1992-02-04,West Vancouver,CAN,CAN,"6' 1""",195,L,Center
7192,8475842,Sam Carrick,1992-02-04,Markham,CAN,CAN,"6' 0""",200,R,Center
7381,8477326,Joel Vermin,1992-02-05,Bern,CHE,CHE,"5' 11""",192,L,Right Wing
7123,8475747,Patrik Nemeth,1992-02-08,Stockholm,SWE,SWE,"6' 4""",230,L,Defenseman
7250,8475781,Tyler Bunz,1992-02-11,Regina,CAN,CAN,"6' 1""",205,L,Goalie
7353,8478559,Matthew O'Connor,1992-02-14,Sault Ste. Marie,CAN,CAN,"6' 6""",205,L,Goalie
7343,8478963,Ryan Johnston,1992-02-14,Sudbury,CAN,CAN,"5' 10""",180,R,Defenseman
6944,8475852,Petr Mrazek,1992-02-14,Ostrava,CZE,CZE,"6' 2""",188,L,Goalie
7130,8475759,Brandon Gormley,1992-02-18,Murray River,CAN,CAN,"6' 2""",196,L,Defenseman
7106,8475716,Martin Marincin,1992-02-18,Kosice,SVK,SVK,"6' 5""",217,L,Defenseman
6901,8475797,Jarred Tinordi,1992-02-20,Millersville,USA,USA,"6' 6""",232,L,Defenseman
7067,8475807,Joakim Nordstrom,1992-02-25,Stockholm,SWE,SWE,"6' 1""",194,L,Center
7375,8475736,Connor Brickley,1992-02-25,Everett,USA,USA,"6' 0""",203,L,Left Wing
7599,8476391,T.J. Tynan,1992-02-25,Orland Park,USA,USA,"5' 8""",160,R,Center
6988,8475798,Mikael Granlund,1992-02-26,Oulu,FIN,FIN,"5' 10""",185,L,Center
7069,8477836,Matt Carey,1992-02-28,Hamilton,CAN,CAN,"6' 0""",189,L,Left Wing
6987,8475745,Charlie Coyle,1992-03-02,East Weymouth,USA,USA,"6' 3""",214,R,Center
6922,8475755,Alexander Petrovic,1992-03-03,Edmonton,CAN,CAN,"6' 4""",210,R,Defenseman
7431,8475762,Derek Forbort,1992-03-04,Duluth,USA,USA,"6' 4""",219,L,Defenseman
7290,8475839,Louis Domingue,1992-03-06,St-Hyacinthe,CAN,CAN,"6' 3""",208,R,Goalie
7432,8475857,Kevin Gravel,1992-03-06,Kingsford,USA,USA,"6' 4""",205,L,Defenseman
7347,8476288,Ryan Dzingel,1992-03-09,Wheaton,USA,USA,"6' 0""",190,L,Center
7384,8476979,Erik Gustafsson,1992-03-14,Nynashamn,SWE,SWE,"6' 0""",197,L,Defenseman
6789,8475753,Justin Faulk,1992-03-20,South St. Paul,USA,USA,"6' 0""",214,R,Defenseman
7239,8477916,Borna Rendulic,1992-03-25,Zagreb,HRV,HRV,"6' 2""",200,R,Right Wing
7070,8475720,Kent Simpson,1992-03-26,Edmonton,CAN,CAN,"6' 2""",209,L,Goalie
7992,8475825,Jani Hakanpaa,1992-03-31,Kirkkonummi,FIN,FIN,"6' 6""",220,R,Defenseman
7376,8475756,John McFarland,1992-04-02,Richmond Hill,CAN,CAN,"6' 0""",211,R,Left Wing
7592,8475834,Marcus Sorensen,1992-04-07,Sodertalje,SWE,SWE,"5' 11""",175,L,Left Wing
7138,8475808,Michael Chaput,1992-04-09,Ile Bizard,CAN,CAN,"6' 2""",199,L,Center
7434,8475820,Joonas Donskoi,1992-04-13,Raahe,FIN,FIN,"6' 0""",190,R,Right Wing
7309,8475738,Jordan Weal,1992-04-15,North Vancouver,CAN,CAN,"5' 9""",181,R,Center
7240,8475717,Calvin Pickard,1992-04-15,Moncton,CAN,CAN,"6' 1""",210,L,Goalie
7424,8475730,Stephen Johns,1992-04-18,Ellwood City,USA,USA,"6' 4""",225,R,Defenseman
7005,8475795,Dylan McIlrath,1992-04-20,Winnipeg,CAN,CAN,"6' 5""",232,R,Defenseman
7229,8475907,Micheal Ferland,1992-04-20,Swan River,CAN,CAN,"6' 1""",217,L,Left Wing
7168,8476293,Scott Wilson,1992-04-24,Oakville,CAN,CAN,"5' 11""",177,L,Center
6978,8475726,Tyler Toffoli,1992-04-24,Scarborough,CAN,CAN,"6' 0""",196,R,Right Wing
6871,8475757,Brett Bulmer,1992-04-26,Prince George,CAN,CAN,"6' 4""",212,R,Right Wing
7092,8475844,Kenny Agostino,1992-04-30,Morristown,USA,USA,"6' 0""",204,L,Left Wing
7336,8475782,Morgan Ellis,1992-04-30,Summerside,CAN,CAN,"6' 1""",211,R,Defenseman
7348,8476323,Max McCormick,1992-05-01,De Pere,USA,USA,"5' 11""",188,L,Left Wing
6799,8475792,Brett Connolly,1992-05-02,Campbell River,CAN,CAN,"6' 3""",198,R,Right Wing
7263,8475896,Brendan Ranford,1992-05-03,Edmonton,CAN,CAN,"5' 10""",205,L,Left Wing
7220,8478393,Kyle Baun,1992-05-04,Toronto,CAN,CAN,"6' 2""",209,R,Right Wing
7649,8479304,Kyle Criscuolo,1992-05-05,Southampton,USA,USA,"5' 9""",175,R,Center
6902,8475848,Brendan Gallagher,1992-05-06,Edmonton,CAN,CAN,"5' 9""",184,R,Right Wing
7158,8475763,Kevin Hayes,1992-05-08,Dorchester,USA,USA,"6' 5""",216,L,Center
7167,8475810,Bryan Rust,1992-05-11,Pontiac,USA,USA,"5' 11""",192,R,Right Wing
6782,8475913,Mark Stone,1992-05-13,Winnipeg,CAN,CAN,"6' 3""",209,R,Right Wing
7091,8475833,Bill Arnold,1992-05-13,Boston,USA,USA,"6' 0""",193,R,Center
6654,8475784,Jeff Skinner,1992-05-16,Toronto,CAN,CAN,"5' 11""",197,L,Left Wing
6999,8476367,John Persson,1992-05-18,Ostersund,SWE,SWE,"6' 3""",222,L,Left Wing
7333,8476309,Jason Kasdorf,1992-05-18,Winnipeg,CAN,CAN,"6' 4""",205,L,Goalie
7064,8475744,Evgeny Kuznetsov,1992-05-19,Chelyabinsk,RUS,RUS,"6' 2""",207,L,Center
7410,8477914,Roman Will,1992-05-22,Plzen,CZE,CZE,"6' 1""",195,L,Goalie
6884,8475749,Christian Thomas,1992-05-26,Toronto,CAN,CAN,"5' 9""",175,R,Left Wing
7203,8477887,Patrick Brown,1992-05-29,Bloomfield Hills,USA,USA,"6' 1""",210,R,Center
7874,8479294,Kevin Boyle,1992-05-30,Manalapan,USA,USA,"6' 0""",201,L,Goalie
7036,8475739,Michael Bournival,1992-05-31,Shawinigan,CAN,CAN,"5' 11""",198,L,Left Wing
7174,8476363,Brian Ferlin,1992-06-03,Jacksonville,USA,USA,"6' 2""",213,R,Right Wing
7315,8477839,Conor Sheary,1992-06-08,Winchester,USA,USA,"5' 9""",179,L,Left Wing
7355,8475786,Zach Hyman,1992-06-09,Toronto,CAN,CAN,"6' 1""",211,R,Left Wing
7185,8478137,Jiri Sekac,1992-06-10,Kladno,CZE,CZE,"6' 1""",185,L,Left Wing
7202,8476944,Brendan Woods,1992-06-11,Humboldt,CAN,CAN,"6' 4""",210,L,Left Wing
6842,8475758,Devante Smith-Pelly,1992-06-14,Scarborough,CAN,CAN,"6' 0""",223,R,Right Wing
7161,8475723,Petr Straka,1992-06-15,Plzen,CZE,CZE,"6' 1""",185,L,Right Wing
6971,8475770,Emerson Etem,1992-06-16,Long Beach,USA,USA,"6' 1""",212,L,Right Wing
7042,8475735,Greg McKegg,1992-06-17,St. Thomas,CAN,CAN,"6' 0""",195,L,Center
7248,8477851,Jordan Oesterle,1992-06-25,Dearborn Heights,USA,USA,"6' 0""",188,L,Defenseman
6820,8475768,Jaden Schwartz,1992-06-25,Wilcox,CAN,CAN,"5' 10""",190,L,Center
7933,8475748,Dalton Smith,1992-06-30,Markham,CAN,CAN,"6' 2""",206,L,Left Wing
7907,8477038,Nikita Gusev,1992-07-08,Moscow,RUS,RUS,"5' 9""",163,R,Left Wing
6923,8475760,Nick Bjugstad,1992-07-17,Minneapolis,USA,USA,"6' 6""",209,R,Center
7332,8479268,Casey Nelson,1992-07-18,Wisconsin Rapids,USA,USA,"6' 1""",185,R,Defenseman
7388,8478528,Tanner Kero,1992-07-24,Hancock,USA,USA,"6' 0""",185,L,Center
6961,8475958,Michael Sgarbossa,1992-07-25,Campbellville,CAN,CAN,"6' 0""",179,L,Center
7288,8476921,Jordan Martinook,1992-07-25,Brandon,CAN,CAN,"6' 0""",196,L,Left Wing
6986,8475728,Johan Larsson,1992-07-25,Lau,SWE,SWE,"5' 11""",206,L,Left Wing
7726,8476020,Andrew Crescenzi,1992-07-29,Thornhill,CAN,CAN,"6' 5""",207,L,Center
7943,8477149,Scott Sabourin,1992-07-30,Orléans,CAN,CAN,"6' 4""",207,R,Right Wing
7058,8477356,Kristers Gudlevskis,1992-07-31,Aizkraukle,LVA,LVA,"6' 3""",214,L,Goalie
6861,8475793,Ryan Johansen,1992-07-31,Vancouver,CAN,CAN,"6' 3""",218,R,Center
6962,8475824,Sami Aittokallio,1992-08-06,Tampere,FIN,FIN,"6' 1""",185,L,Goalie
7133,8475771,Mark Visentin,1992-08-07,Hamilton,CAN,CAN,"6' 2""",201,L,Goalie
6979,8476871,Tanner Pearson,1992-08-10,Kitchener,CAN,CAN,"6' 1""",201,L,Left Wing
7264,8475906,John Klingberg,1992-08-14,Gothenburg,SWE,SWE,"6' 3""",190,R,Defenseman
7300,8475809,Scott Wedgewood,1992-08-14,Brampton,CAN,CAN,"6' 2""",205,L,Goalie
7115,8477816,Michael Zalewski,1992-08-18,New Hartford,USA,USA,"6' 2""",205,L,Left Wing
7558,8479496,David Rittich,1992-08-19,Jihlava,CZE,CZE,"6' 3""",206,L,Goalie
7495,8475876,Zane McIntyre,1992-08-20,Grand Forks,USA,USA,"6' 2""",206,L,Goalie
7153,8477127,Raman Hrabarenka,1992-08-24,Mogilev,BLR,BLR,"6' 4""",230,R,Defenseman
7043,8475774,Petter Granberg,1992-08-27,Gallivare,SWE,SWE,"6' 3""",200,R,Defenseman
7392,8477931,Tomas Nosek,1992-09-01,Pardubice,CZE,CZE,"6' 3""",200,L,Left Wing
7589,8476983,Paul LaDue,1992-09-06,Grand Forks,USA,USA,"6' 3""",200,R,Defenseman
6604,8475799,Nino Niederreiter,1992-09-08,Chur,CHE,CHE,"6' 2""",218,L,Right Wing
7401,8476505,Turner Elson,1992-09-13,New Westminster,CAN,CAN,"6' 0""",191,L,Center
8069,8475920,Michael Houser,1992-09-13,Youngstown,USA,USA,"6' 1""",185,L,Goalie
7892,8480160,Radim Simek,1992-09-20,Mlada Boleslav,CZE,CZE,"6' 0""",204,L,Defenseman
7001,8476445,Johan Sundstrom,1992-09-21,Gothenburg,SWE,SWE,"6' 3""",201,R,Center
7268,8476406,Nicholas Shore,1992-09-26,Denver,USA,USA,"6' 1""",198,R,Center
7433,8476352,Michael Mersch,1992-10-02,Park Ridge,USA,USA,"6' 2""",210,L,Left Wing
7377,8476400,Logan Shaw,1992-10-05,Glace Bay,CAN,CAN,"6' 3""",208,R,Right Wing
6824,8476466,Sven Baertschi,1992-10-05,Bern,CHE,CHE,"5' 11""",190,L,Left Wing
7313,8476326,Josh Archibald,1992-10-06,Regina,CAN,CAN,"5' 10""",176,R,Right Wing
7804,8480943,Igor Ozhiganov,1992-10-13,Krasnogorsk,RUS,RUS,"6' 2""",210,R,Defenseman
7000,8476429,Scott Mayfield,1992-10-14,St. Louis,USA,USA,"6' 5""",220,R,Defenseman
7378,8476415,Kyle Rau,1992-10-24,Eden Prairie,USA,USA,"5' 9""",171,L,Center
7216,8476431,Adam Clendening,1992-10-26,Niagara Falls,USA,USA,"6' 0""",194,R,Defenseman
7571,8476390,Joseph Cramarossa,1992-10-26,Toronto,CAN,CAN,"6' 0""",190,L,Center
6808,8476438,Brandon Saad,1992-10-27,Pittsburgh,USA,USA,"6' 1""",215,L,Left Wing
7855,8477680,Josh Currie,1992-10-29,Charlottetown,CAN,CAN,"5' 10""",172,R,Right Wing
7322,8476525,Colin Miller,1992-10-29,Sault Ste. Marie,CAN,CAN,"6' 1""",198,R,Defenseman
7463,8479250,Nick Lappin,1992-11-01,Geneva,USA,USA,"6' 1""",175,R,Right Wing
7135,8476442,Matt Nieto,1992-11-05,Long Beach,USA,USA,"5' 11""",187,L,Left Wing
